INVESTIGATION_ID,Location,Sublocation,Desc,Status
5697143,Rear,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped, or deposited, including but not limited to plastics, cardboard, and metal materials.",Open
5697201,Rear South,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.",Substantially Complete
5697201,Rear South,,"The fence, screen and/or other enclosure around or on the property is not being maintained in a structurally sound and/or plumb condition.",Substantially Complete
5697270,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped, or deposited, including but not limited to doors, sink, metal pipes, cement blocks, etc.",Open
5697330,Rear Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage, renovation waste, wood, metal.",Open
5691193,Unit 43,Bedroom,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely: The hole in the bedroom ceiling.",Open
5691193,Unit 43,,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.Namely: The front door to the unit is damaged.",Open
5691193,Unit 43,Inside the unit,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: The walls in the unit are damaged.",Open
5691193,Unit 43,Inside the unit,"Materials used for the repair, replacements or painting of the floor(s) and/or its attachments do not have a finish and facing similar to that of the original covering.Namely: The floor has been repaired with material that does not match the original flooring.",Open
5691193,Unit 43,Inside the unit,Interior lighting fixtures or lamps are not maintained.Namely: The light covers are missing.,Open
5691193,Unit 43,Inside the unit,The electrical fixtures are not maintained in a safe and complete condition.Namely: The wiring is exposed.,Open
5691193,Unit 43,Kitchen,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely: The kitchen cabinet doors are damaged- some are hanging off their hinges, while others are completely detached. The cabinets are damaged.",Open
5691193,Unit 43,Inside the unit- Kitchen,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely; The kitchen sink countertop is damaged.",Open
5691243,Unit 202,Closet,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: The walls in the closet are covered with cracks and bubbles, likely caused by a water leak.",Open
5691243,Unit 202,Inside the unit,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: The walls in the unit are covered with the cracks and peeling paint.",Open
5691243,Unit 202,Inside the unit,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely: The ceiling is covered with the cracks.",Open
5691243,Unit 202,Bathroom,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely: The ceiling in the bathroom is covered with cracks.",Open
5709859,,,The supplied appliance(s) is not maintained in good repair and good working order.  Namely:  stove top burner. ,Open
5686795,Front Door,,An exterior door has a defective locking mechanism.,Closed
5686393,Rear Yard,Structure,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property. Redirect drain pipe further in onto own land - soft landscaping.  ,Open
5701548,Unit 1106,Inside the unit,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: The walls in the unit are covered with cracks and bubbles.",Closed
5701548,Unit 1106,Living room,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: The walls around the windows are deteriorated, with peeling paint, cracks, and sections of material falling out.",Closed
5701999,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to heater, metal parts/scrap, tires, litter, garbage, wood, signs, and any other junk or discarded items.",Substantially Complete
5702003,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to tires, garbage, bottles, buckets, junk, metal items and any other discarded waste.",Open
5702367,Bathroom,,The supplied facility in or on the property is not kept in a satisfactory working condition.Namely: Bathtub finish in disrepair,Closed
5702560,South East,Garbage storage,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded, or abandoned.Namely: Furniture's, concrete stones, yard waste, metal shelves, BBQ grill, wood",Open
5693853,,,"The tree, plant, limb or branch, which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion.",Open
5693863,Front,Pillar,"The building, structure and/or parts thereof are not being maintained in a structurally sound condition so as to be capable of safely sustaining its own weight and any load to which, normally, it might be subjected.",Open
5698851,Front,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5698888,Stairway,,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Open
5698888,Stairway,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. Namely, currently installed guards at the landing are 838mm (approx) in height.",Open
5698888,Stairway,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Open
5698888,Stairway,,"The guard is designed that a member, attachment or opening located between 140 millimetres and 900 millimetres above the level being protected facilitates climbing.",Open
5698888,,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Closed
5698888,,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5703369,Elevator,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, the left most elevator panel has a crack in the panelling. ",Open
5691272,Front East,,Handrail not provided on exterior stairs with more than three risers serving single dwelling unit,Closed
5691272,Driveway,,"Surface to which access is provided for other than maintenance purpose (such as steps, landing, ramp, porche, balcony, walkway) is not protected by a guard or wall for the length where the difference in elevation is more than 600mm between walking surface and adjacent surface.  ",Closed
5691272,South,,Handrail not provided on exterior stairs with more than three risers serving single dwelling unit,Closed
5691272,South,,Handrail not provided for the exterior stairs of single dwelling unit that has more than three risers,Closed
5691272,,,Handrail not provided for the interior stairs of single dwelling unit that has more than two risers,Closed
5691272,,,Handrail not provided for ramp with slope of more than one vertical and 12 horizontal,Closed
5691272,,,Handrail not provided for ramp that rises more than 400mm,Closed
5691272,,,"Handrail not provided on at least one side of stairs or ramps less than 1,100mm in width",Closed
